Speaker,Workshop,Date,Time
Yong Jae Lee,https://sites.google.com/view/mmfm4thworkshop/home?authuser=0,2025-10-20,09:00–09:30
Mohit Bansal,https://sites.google.com/view/mmfm4thworkshop/home?authuser=0,2025-10-20,10:30–10:50
Hongxu (Danny) Yin,https://sites.google.com/view/mmfm4thworkshop/home?authuser=0,2025-10-20,10:50–11:10
Georgia Gkioxari,https://sites.google.com/view/mmfm4thworkshop/home?authuser=0,2025-10-20,11:10–11:30

Kristen Grauman,https://mars2workshop.github.io/iccv2025/,2025-10-20,08:30–09:15
Ishan Misra,https://mars2workshop.github.io/iccv2025/,2025-10-20,09:15–10:00
Jiajun Wu,https://mars2workshop.github.io/iccv2025/,2025-10-20,10:30–11:15
Hamid Rezatofighi,https://mars2workshop.github.io/iccv2025/,2025-10-20,13:15–14:00
Junyang Lin,https://mars2workshop.github.io/iccv2025/,2025-10-20,14:30–15:15
Yaxiong Chen,https://mars2workshop.github.io/iccv2025/,2025-10-20,15:15–16:00

Laura Leal-Taixé,https://www.aicitychallenge.org/,2025-10-20,08:30–09:15
Frank Wang,https://www.aicitychallenge.org/,2025-10-20,09:15–10:00

Zhuang Liu,https://curateddata.github.io/,2025-10-20,08:30–09:15
Sara Beery,https://curateddata.github.io/,2025-10-20,10:00–10:45
Andrew Owens,https://curateddata.github.io/,2025-10-20,14:15–15:00
Phillip Isola,https://curateddata.github.io/,2025-10-20,15:45–16:30
Wei-Chiu Ma,https://curateddata.github.io/,2025-10-20,16:30–17:15

Vishal Patel,https://foundgen-bio.github.io/iccv2025/,2025-10-20,09:25–10:10
Kristen Grauman,https://foundgen-bio.github.io/iccv2025/,2025-10-20,10:30–11:15

Yi Ma,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Eleni Triantafillou,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Bing Liu,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Joshua T. Vogelstein,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Tengda Han,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Yichen Wu,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure
Taesup Moon,https://sites.google.com/view/clvision2025/,2025-10-20,Not sure

Shuangrui Ding,https://lsvos.github.io/,2025-10-20,08:20–08:50
Yutong Bai,https://lsvos.github.io/,2025-10-20,09:10–09:40
Ming-Hsuan Yang,https://lsvos.github.io/,2025-10-20,09:40–10:10

Nur Muhammad “Mahi” Shafiullah,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,09:10–09:40
Chunchao Guo,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,09:50–10:20
Agrim Gupta,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,10:40–11:10
Nicklas Hansen,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,11:20–11:50
Katerina Fragkiadaki,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,13:30–14:00
Hanzi Mao,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,14:10–14:40
Jiajun Wu,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,15:10–15:40
Jitendra Malik,https://riwm-2025.github.io/RIWM-2025/,2025-10-20,15:50–16:20

Hao Su,https://ai3dcc.github.io/,2025-10-20,08:10–08:50
Andrea Vedaldi,https://ai3dcc.github.io/,2025-10-20,08:50–09:30
Varun Jampani,https://ai3dcc.github.io/,2025-10-20,09:30–10:10
Philipp Henzler,https://ai3dcc.github.io/,2025-10-20,11:00–11:40
Angela Dai,https://ai3dcc.github.io/,2025-10-20,11:40–12:20

Jose Alvarez,https://wdfm-ad.github.io/iccv25/,2025-10-20,08:30–09:05
Kai Wang,https://wdfm-ad.github.io/iccv25/,2025-10-20,09:05–09:40
Min Cai,https://wdfm-ad.github.io/iccv25/,2025-10-20,09:40–10:15
Kratarth Goel,https://wdfm-ad.github.io/iccv25/,2025-10-20,10:35–11:10
Ashok Elluswamy,https://wdfm-ad.github.io/iccv25/,2025-10-20,11:10–11:45
Jamie Shotton,https://wdfm-ad.github.io/iccv25/,2025-10-20,11:45–12:20

Vishal M. Patel,https://www.cvlai.net/aim/2025/,2025-10-20,09:00–09:30
Nupur Kumari,https://www.cvlai.net/aim/2025/,2025-10-20,11:00–11:30
Sergey Tulyakov,https://www.cvlai.net/aim/2025/,2025-10-20,13:30–14:00
Varun Jampani,https://www.cvlai.net/aim/2025/,2025-10-20,14:00–14:30
Boxin Shi,https://www.cvlai.net/aim/2025/,2025-10-20,15:30–16:00

Louis-Philippe Morency,https://cv4biom.org/,2025-10-20,08:05–08:45
Stephanie Schuckers,https://cv4biom.org/,2025-10-20,08:45–09:25
Ajay Kumar,https://cv4biom.org/,2025-10-20,09:25–10:05
László A. Jeni,https://cv4biom.org/,2025-10-20,11:35–12:15
Tal Hassner,https://cv4biom.org/,2025-10-20,14:30–15:10
Amit K. Roy-Chowdhury,https://cv4biom.org/,2025-10-20,15:25–16:05
Gerard Guy Medioni,https://cv4biom.org/,2025-10-20,16:05–16:45

Daguang Xu,https://vlm3dchallenge.com/workshop/,2025-10-20,08:30–09:15
Björn Ommer,https://vlm3dchallenge.com/workshop/,2025-10-20,09:30–10:15
Pranav Rajpurkar,https://vlm3dchallenge.com/workshop/,2025-10-20,10:15–11:00
Fernando Pérez-García,https://vlm3dchallenge.com/workshop/,2025-10-20,13:30–14:15
Akshay Chaudhari,https://vlm3dchallenge.com/workshop/,2025-10-20,14:15–15:00
Zongwei Zhou,https://vlm3dchallenge.com/workshop/,2025-10-20,16:00–16:45

Akshay Chaudhari,https://era-ai-biomed.github.io/GAIA/,2025-10-20,09:10–09:40
Kun-Hsing Yu,https://era-ai-biomed.github.io/GAIA/,2025-10-20,09:40–10:10
Dimitris N. Metaxas,https://era-ai-biomed.github.io/GAIA/,2025-10-20,11:10–11:40
Daguang Xu,https://era-ai-biomed.github.io/GAIA/,2025-10-20,11:40–12:10

Xianchao Wu,https://aistory2025.github.io/,2025-10-20,08:25–08:55
Lin Gu,https://aistory2025.github.io/,2025-10-20,08:55–09:25
Xiaoqian Shen,https://aistory2025.github.io/,2025-10-20,11:00–11:30
Weijia Wu,https://aistory2025.github.io/,2025-10-20,11:30–12:00

Bharath Hariharan,https://x-sense-ego-exo.github.io/,2025-10-20,09:10–09:40
Cathy Wu,https://x-sense-ego-exo.github.io/,2025-10-20,09:40–10:10
Manmohan Chandraker,https://x-sense-ego-exo.github.io/,2025-10-20,10:50–11:20
Katie Z Luo,https://x-sense-ego-exo.github.io/,2025-10-20,13:30–14:00
Zhengzhong Tu,https://x-sense-ego-exo.github.io/,2025-10-20,14:00–14:30
Bolei Zhou,https://x-sense-ego-exo.github.io/,2025-10-20,14:30–15:00
Boyi Li,https://x-sense-ego-exo.github.io/,2025-10-20,15:30–16:00

Qianqian Wang,https://3d-in-the-wild.github.io/,2025-10-20,09:10–09:45
Anpei Chen,https://3d-in-the-wild.github.io/,2025-10-20,09:45–10:20
Noah Snavely,https://3d-in-the-wild.github.io/,2025-10-20,11:15–11:50
Andrea Vedaldi,https://3d-in-the-wild.github.io/,2025-10-20,13:30–14:05
Angela Dai,https://3d-in-the-wild.github.io/,2025-10-20,14:05–14:40
Jun Gao,https://3d-in-the-wild.github.io/,2025-10-20,15:15–15:50
Georgia Gkioxari,https://3d-in-the-wild.github.io/,2025-10-20,15:50–16:25

Manolis Savva,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,08:30
Katerina Fragkiadaki,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,09:00
Marc Pollefeys,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,11:00
Jiajun Wu,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,11:30
Lei Li,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,13:30
Matthias Nießner,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,14:00
Yanpei Cao,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,14:30
Steve Xie,https://awesomedigitaltwin.github.io/2025_ICCV.html,2025-10-20,15:30

Kfir Aberman,https://p13n-workshop.github.io/,2025-10-20,09:45–10:15
Hila Chefer,https://p13n-workshop.github.io/,2025-10-20,10:45–11:15
Nataniel Ruiz,https://p13n-workshop.github.io/,2025-10-20,11:15–11:45
Yael Vinker,https://p13n-workshop.github.io/,2025-10-20,13:30–14:00
Fatih Porikli,https://p13n-workshop.github.io/,2025-10-20,14:30–15:00

Trevor Bhil,https://sites.google.com/view/nevi-2025/,2025-10-20,08:10–08:40
Chiara Bartolozzi,https://sites.google.com/view/nevi-2025/,2025-10-20,08:50–09:25
Walterio Mayol Cuevas,https://sites.google.com/view/nevi-2025/,2025-10-20,09:35–10:10
Friedhelm Hamann,https://sites.google.com/view/nevi-2025/,2025-10-20,10:10–10:35

Boxin Shi,https://mipi-challenge.org/MIPI2025/,2025-10-20,09:00–09:50
Michal Irani,https://mipi-challenge.org/MIPI2025/,2025-10-20,09:50–10:40
Ming-Hsuan Yang,https://mipi-challenge.org/MIPI2025/,2025-10-20,10:40–11:30
Song Han,https://mipi-challenge.org/MIPI2025/,2025-10-20,11:30–12:20

Amir Gholami,https://binarynetworks.io/,2025-10-20,08:20–08:50
Mohammad Rastegari,https://binarynetworks.io/,2025-10-20,08:50–09:20
Song Han,https://binarynetworks.io/,2025-10-20,10:50–11:20
Raghu Krishnamoorthi,https://binarynetworks.io/,2025-10-20,11:20–11:50

Xingyu Li,https://adfmw.github.io/iccv25/,2025-10-20,09:30 AM
Wenbing Zhu,https://adfmw.github.io/iccv25/,2025-10-20,10:15 AM
Sebastian Höfer,https://adfmw.github.io/iccv25/,2025-10-20,10:45 AM
Jinlong Peng,https://adfmw.github.io/iccv25/,2025-10-20,11:10 AM
Xian Tao,https://adfmw.github.io/iccv25/,2025-10-20,11:40 AM

James M. Rehg,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,08:30–09:00
Gul Varol,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,10:00–10:30
Eshed Ohn-Bar,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,11:00–11:30
Jaewook Lee,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,13:30–14:00
Toby Jia-Jun Li,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,14:30–15:00
Jeffrey P. Bigham,https://cv4a11y.github.io/ICCV2025/index.html,2025-10-20,16:00–16:30

Bernhard Kerbl,https://sites.google.com/view/cogs2025,2025-10-20,Not sure
Zhao Dong,https://sites.google.com/view/cogs2025,2025-10-20,Not sure
Jonathon Luiten,https://sites.google.com/view/cogs2025,2025-10-20,Not sure

Roei Herzig,https://mrr-workshop.github.io/,2025-10-20,08:35–08:55
Cordelia Schmid,https://mrr-workshop.github.io/,2025-10-20,08:55–09:35
Jianwei Yang,https://mrr-workshop.github.io/,2025-10-20,10:50–11:30
Kristen Grauman,https://mrr-workshop.github.io/,2025-10-20,11:45–12:25

Nathalie Baracaldo,https://2nd-failed-workshop-iccv-2025.github.io/,2025-10-20,Not sure
Lin Gu,https://2nd-failed-workshop-iccv-2025.github.io/,2025-10-20,Not sure
Jindong Gu,https://2nd-failed-workshop-iccv-2025.github.io/,2025-10-20,Not sure

Vittorio Murino,https://sites.google.com/view/hcvworkshop2025,2025-10-20,08:40–09:05
Yen-Ling Kuo,https://sites.google.com/view/hcvworkshop2025,2025-10-20,09:05–09:30
Phillip Isola,https://sites.google.com/view/hcvworkshop2025,2025-10-20,11:00–11:25
Massimiliano Mancini,https://sites.google.com/view/hcvworkshop2025,2025-10-20,11:25–11:50

Peter Kontschieder,https://scenecomp.github.io/,2025-10-20,09:00–09:35
Angela Dai,https://scenecomp.github.io/,2025-10-20,09:35–10:10
Aleksander Hołyński,https://scenecomp.github.io/,2025-10-20,10:10–10:45
Varun Jampani,https://scenecomp.github.io/,2025-10-20,10:50–11:25
Andrea Tagliasacchi,https://scenecomp.github.io/,2025-10-20,11:25–12:00
Zan Gojcic,https://scenecomp.github.io/,2025-10-20,12:00–12:35

Angela Dai,https://3d-vast.github.io/,2025-10-20,08:30–09:05
Noah Snavely,https://3d-vast.github.io/,2025-10-20,08:35–09:05
Jingyi Yu,https://3d-vast.github.io/,2025-10-20,09:05–09:35
Torsten Sattler,https://3d-vast.github.io/,2025-10-20,10:05–11:00
Nathan Jacobs,https://3d-vast.github.io/,2025-10-20,11:00–11:30

Richard Bowden,https://multimodal-sign-language-recognition.github.io/ICCV-2025/,2025-10-20,09:45–10:15
Leon Sigal,https://multimodal-sign-language-recognition.github.io/ICCV-2025/,2025-10-20,11:30–12:00
Oscar Koller,https://multimodal-sign-language-recognition.github.io/ICCV-2025/,2025-10-20,14:00–14:30
Abraham Glasser,https://multimodal-sign-language-recognition.github.io/ICCV-2025/,2025-10-20,14:30–15:00

Muhammad Zubair Irshad,https://wclop.github.io/,2025-10-20,21:10–21:40
Yan Xu,https://wclop.github.io/,2025-10-20,21:40–22:10
Hyung Jin Chang,https://wclop.github.io/,2025-10-20,22:10–22:40
Benjamin Busam,https://wclop.github.io/,2025-10-20,22:40–23:10
Taeyeop Lee,https://wclop.github.io/,2025-10-20,02:00–02:30
Xiaolong Wang,https://wclop.github.io/,2025-10-20,02:30–03:00
He Wang,https://wclop.github.io/,2025-10-20,03:00–03:30

Beni Kellenberger,https://cv4e.netlify.app/,2025-10-20,09:15
Harry Chao,https://cv4e.netlify.app/,2025-10-20,09:45
Ben Koger,https://cv4e.netlify.app/,2025-10-20,13:05
Jonathan Sauder,https://cv4e.netlify.app/,2025-10-20,13:40
Justin Kitzes,https://cv4e.netlify.app/,2025-10-20,15:30
Amanda Navine,https://cv4e.netlify.app/,2025-10-20,16:00
Subhransu Maji,https://cv4e.netlify.app/,2025-10-20,16:30

Maria Brbic,https://www.bioimagecomputing.com/program/detailed-program/,2025-10-20,09:10–09:50
Auguste Genovesio,https://www.bioimagecomputing.com/program/detailed-program/,2025-10-20,11:00–11:40
Meghan Driscoll,https://www.bioimagecomputing.com/program/detailed-program/,2025-10-20,13:30–14:10

Yuki Mitsufuji,https://ai4streaming-workshop.github.io/,2025-10-20,10:15–11:00
Edward Liu,https://ai4streaming-workshop.github.io/,2025-10-20,13:30–14:15

Maria Kaisar,https://ai-medical-image-analysis.github.io/5th/,2025-10-20,13:10–13:40
Petros Zerfos,https://ai-medical-image-analysis.github.io/5th/,2025-10-20,14:15–14:45
Konstantinos Marias,https://ai-medical-image-analysis.github.io/5th/,2025-10-20,17:30–17:55

Belen Masia,https://unilight-workshop.github.io/unilight2025/,2025-10-20,Not sure
Manmohan Chandraker,https://unilight-workshop.github.io/unilight2025/,2025-10-20,Not sure
Julien Philip,https://unilight-workshop.github.io/unilight2025/,2025-10-20,Not sure
David Lindell,https://unilight-workshop.github.io/unilight2025/,2025-10-20,Not sure
Ko Nishino,https://unilight-workshop.github.io/unilight2025/,2025-10-20,Not sure

Salman Avestimehr,https://t2fm-ws.github.io/T2FM-ICCV25/index.html,2025-10-20,Not sure
Yao Qin,https://t2fm-ws.github.io/T2FM-ICCV25/index.html,2025-10-20,Not sure
Sharon Li,https://t2fm-ws.github.io/T2FM-ICCV25/index.html,2025-10-20,Not sure
Chengzhi Mao,https://t2fm-ws.github.io/T2FM-ICCV25/index.html,2025-10-20,Not sure
Mazda Moayeri,https://t2fm-ws.github.io/T2FM-ICCV25/index.html,2025-10-20,Not sure

Gabriela Csurka,https://localizoo.com/workshop/,2025-10-20,13:15–13:45
Ayoung Kim,https://localizoo.com/workshop/,2025-10-20,14:15–14:45
David Caruso,https://localizoo.com/workshop/,2025-10-20,16:00–16:30
Torsten Sattler,https://localizoo.com/workshop/,2025-10-20,16:30–17:00

Luuk Spreeuwers,https://theartmetrics.github.io/2025/,2025-10-20,13:10–14:00
Rick Johnson,https://theartmetrics.github.io/2025/,2025-10-20,14:15–15:00

Sayak Paul,https://ramoscsv.github.io/longvid_foundations/,2025-10-20,13:10–13:35
Katerina Fragkiadak,https://ramoscsv.github.io/longvid_foundations/,2025-10-20,14:15–14:40
Jiajun Wu,https://ramoscsv.github.io/longvid_foundations/,2025-10-20,16:00–16:25

Richard Newcombe,https://egomotion-workshop.github.io/,2025-10-20,13:00–13:30
Ziwei Liu,https://egomotion-workshop.github.io/,2025-10-20,13:30–14:05
Angjoo Kanazawa,https://egomotion-workshop.github.io/,2025-10-20,14:05–14:40
Danfei Xu,https://egomotion-workshop.github.io/,2025-10-20,15:00–15:35

Girish Chowdhury,https://cvppa2025.github.io/,2025-10-20,13:05–13:45
Wei Guo,https://cvppa2025.github.io/,2025-10-20,16:00–16:40

Yue Wang,https://musi-workshop.github.io/,2025-10-20,13:10–13:50
Saining Xie,https://musi-workshop.github.io/,2025-10-20,13:50–14:30
Manling Li,https://musi-workshop.github.io/,2025-10-20,14:30–15:10
Ranjay Krishna,https://musi-workshop.github.io/,2025-10-20,15:30–16:10
Qianqian Wang,https://musi-workshop.github.io/,2025-10-20,16:10–16:50

Simran Khanuja,https://sites.google.com/view/cegis-workshop/cegisiccv2025,2025-10-20,13:35–14:10
Alice Xiang,https://sites.google.com/view/cegis-workshop/cegisiccv2025,2025-10-20,16:20–16:55

Kyros Kutulakos,https://responsible-imaging.github.io/,2025-10-20,13:50–14:30
Amir Zamir,https://responsible-imaging.github.io/,2025-10-20,15:10–15:50
William T. Freeman,https://responsible-imaging.github.io/,2025-10-20,15:50–16:30

Simone Marinai,https://sites.google.com/view/avml-lab-visiondocs-iccv2025/,2025-10-20,13:15–13:45
Andreas Fischer,https://sites.google.com/view/avml-lab-visiondocs-iccv2025/,2025-10-20,13:45–14:15
Marcus Liwicki,https://sites.google.com/view/avml-lab-visiondocs-iccv2025/,2025-10-20,14:15–14:45
Christopher Tensmeyer,https://sites.google.com/view/avml-lab-visiondocs-iccv2025/,2025-10-20,16:00–16:30
Naoto Inoue,https://sites.google.com/view/avml-lab-visiondocs-iccv2025/,2025-10-20,16:30–17:00

William T. Freeman,https://avgen123.github.io/iccv25.html,2025-10-20,13:10–13:50
Tae-Hyun Oh,https://avgen123.github.io/iccv25.html,2025-10-20,13:50–14:30
Chenliang Xu,https://avgen123.github.io/iccv25.html,2025-10-20,15:30–16:10
Andrew Owens,https://avgen123.github.io/iccv25.html,2025-10-20,16:10–16:50

Antonino Furnari,https://sites.google.com/view/sg2rl,2025-10-20,13:30–13:50
Stefan Roth,https://sites.google.com/view/sg2rl,2025-10-20,14:00–14:20
Tolga Birdal,https://sites.google.com/view/sg2rl,2025-10-20,16:05–16:25
Yuta Nakashima,https://sites.google.com/view/sg2rl,2025-10-20,16:30–16:50
Benjamin Busam,https://sites.google.com/view/sg2rl,2025-10-20,17:00–17:20

Roozbeh Mottaghi,https://human-robot-scene.github.io/,2025-10-20,13:40–14:10
Xianghui Xie,https://human-robot-scene.github.io/,2025-10-20,14:10–14:40
Mahi Shafiullah,https://human-robot-scene.github.io/,2025-10-20,15:40–16:10
Hang Zhao,https://human-robot-scene.github.io/,2025-10-20,16:10–16:40
Jiayuan Mao,https://human-robot-scene.github.io/,2025-10-20,16:40–17:10

Adam Harley,https://www.votchallenge.net/vots2025/program.html,2025-10-20,13:35–14:05
Qianqian Wang,https://www.votchallenge.net/vots2025/program.html,2025-10-20,14:50–15:20
Ming Hsun Yang,https://www.votchallenge.net/vots2025/program.html,2025-10-20,15:50–16:20
Nikita Karaev,https://www.votchallenge.net/vots2025/program.html,2025-10-20,16:50–17:20

Angel Xuan Chang,https://s3dsgr.github.io/,2025-10-20,14:05–14:10
Jia Deng,https://s3dsgr.github.io/,2025-10-20,14:10–14:40
Gim Hee Lee,https://s3dsgr.github.io/,2025-10-20,14:40–15:10
Amir Zamir,https://s3dsgr.github.io/,2025-10-20,15:40–16:40
Kristen Grauman,https://s3dsgr.github.io/,2025-10-20,16:40–17:10

Srinath Sridhar,https://hands-workshop.org/workshop2025.html,2025-10-20,13:10–13:40
Jihyun Lee,https://hands-workshop.org/workshop2025.html,2025-10-20,13:40–14:10
Seungryul Baek,https://hands-workshop.org/workshop2025.html,2025-10-20,14:10–14:40
Jingya Wang,https://hands-workshop.org/workshop2025.html,2025-10-20,15:30–16:00
Rolandos Potamias,https://hands-workshop.org/workshop2025.html,2025-10-20,16:00–16:30
